1.000	0.286
2.000	0.366
3.000	0.404
4.000	0.602
5.000	0.677
6.000	0.805
7.000	0.925
8.000	0.930
9.000	1.104
10.000	1.107
11.000	1.144
12.000	1.283
13.000	1.356
14.000	1.611
15.000	1.676
16.000	1.723
17.000	1.834
18.000	1.976
19.000	2.068
20.000	2.221
21.000	2.235
22.000	2.246
23.000	2.259
24.000	2.363
25.000	2.621
26.000	2.707
27.000	2.745
28.000	2.830
29.000	2.870
30.000	2.910
31.000	3.037
32.000	3.144
33.000	3.249
34.000	3.414
35.000	3.574
36.000	3.706
37.000	3.772
38.000	3.873
39.000	4.048
40.000	4.071
41.000	4.196
42.000	4.294
43.000	4.301
44.000	4.516
45.000	4.539
46.000	4.719
47.000	4.774
48.000	4.869
49.000	5.021
50.000	5.208
51.000	5.344
52.000	5.405
53.000	5.648
54.000	5.708
55.000	5.764
56.000	5.799
57.000	5.811
58.000	5.893
59.000	5.974
60.000	5.998
61.000	5.998
62.000	6.004
63.000	6.093
64.000	6.093
65.000	6.177
66.000	6.177
67.000	6.178
68.000	6.248
69.000	6.248
70.000	6.305
71.000	6.305
72.000	6.345
73.000	6.345
74.000	6.395
75.000	6.507
76.000	6.547
77.000	6.683
78.000	6.709
79.000	6.984
80.000	7.008
81.000	7.123
82.000	7.324
83.000	7.389
84.000	7.827
85.000	7.996
86.000	8.014
