1.000	0.284
2.000	0.377
3.000	0.392
4.000	0.594
5.000	0.690
6.000	0.807
7.000	0.911
8.000	0.938
9.000	1.072
10.000	1.085
11.000	1.138
12.000	1.255
13.000	1.368
14.000	1.607
15.000	1.649
16.000	1.688
17.000	1.831
18.000	1.920
19.000	2.041
20.000	2.169
21.000	2.222
22.000	2.244
23.000	2.270
24.000	2.331
25.000	2.645
26.000	2.722
27.000	2.737
28.000	2.817
29.000	2.874
30.000	2.877
31.000	3.001
32.000	3.119
33.000	3.227
34.000	3.433
35.000	3.543
36.000	3.619
37.000	3.635
38.000	3.847
39.000	3.969
40.000	4.037
41.000	4.114
42.000	4.190
43.000	4.295
44.000	4.461
45.000	4.534
46.000	4.599
47.000	4.686
48.000	4.857
49.000	4.876
50.000	5.102
51.000	5.202
52.000	5.269
53.000	5.517
54.000	5.605
55.000	5.611
56.000	5.753
57.000	5.764
58.000	5.765
59.000	5.875
60.000	5.897
61.000	6.143
62.000	6.193
63.000	6.249
64.000	6.249
65.000	6.348
66.000	6.348
67.000	6.372
68.000	6.375
69.000	6.436
70.000	6.436
71.000	6.504
72.000	6.509
73.000	6.509
74.000	6.568
75.000	6.568
76.000	6.568
77.000	6.611
78.000	6.611
79.000	6.929
80.000	6.948
81.000	7.011
82.000	7.137
83.000	7.192
84.000	7.564
85.000	7.777
86.000	7.978
