1.000	0.281
2.000	0.376
3.000	0.382
4.000	0.583
5.000	0.687
6.000	0.799
7.000	0.899
8.000	0.930
9.000	1.038
10.000	1.066
11.000	1.127
12.000	1.231
13.000	1.360
14.000	1.592
15.000	1.625
16.000	1.665
17.000	1.819
18.000	1.889
19.000	2.010
20.000	2.117
21.000	2.210
22.000	2.229
23.000	2.253
24.000	2.307
25.000	2.636
26.000	2.697
27.000	2.719
28.000	2.799
29.000	2.848
30.000	2.860
31.000	2.976
32.000	3.098
33.000	3.198
34.000	3.424
35.000	3.507
36.000	3.539
37.000	3.549
38.000	3.822
39.000	3.892
40.000	4.010
41.000	4.049
42.000	4.140
43.000	4.284
44.000	4.406
45.000	4.476
46.000	4.529
47.000	4.657
48.000	4.761
49.000	4.834
50.000	5.022
51.000	5.088
52.000	5.183
53.000	5.375
54.000	5.490
55.000	5.571
56.000	5.598
57.000	5.709
58.000	5.733
59.000	5.800
60.000	5.867
61.000	6.057
62.000	6.083
63.000	6.083
64.000	6.093
65.000	6.179
66.000	6.179
67.000	6.249
68.000	6.264
69.000	6.264
70.000	6.278
71.000	6.336
72.000	6.336
73.000	6.368
74.000	6.393
75.000	6.393
76.000	6.435
77.000	6.435
78.000	6.471
79.000	6.767
80.000	6.918
81.000	6.925
82.000	6.985
83.000	7.117
84.000	7.366
85.000	7.627
86.000	7.941
