1.000	0.285
2.000	0.373
3.000	0.386
4.000	0.598
5.000	0.684
6.000	0.803
7.000	0.900
8.000	0.926
9.000	1.058
10.000	1.085
11.000	1.119
12.000	1.246
13.000	1.354
14.000	1.589
15.000	1.620
16.000	1.659
17.000	1.812
18.000	1.874
19.000	2.043
20.000	2.138
21.000	2.173
22.000	2.220
23.000	2.225
24.000	2.306
25.000	2.626
26.000	2.636
27.000	2.728
28.000	2.800
29.000	2.835
30.000	2.867
31.000	2.983
32.000	3.107
33.000	3.223
34.000	3.422
35.000	3.530
36.000	3.548
37.000	3.568
38.000	3.841
39.000	3.916
40.000	4.020
41.000	4.053
42.000	4.137
43.000	4.292
44.000	4.411
45.000	4.507
46.000	4.537
47.000	4.666
48.000	4.834
49.000	4.848
50.000	5.056
51.000	5.108
52.000	5.168
53.000	5.422
54.000	5.497
55.000	5.581
56.000	5.646
57.000	5.722
58.000	5.740
59.000	5.814
60.000	5.876
61.000	6.068
62.000	6.111
63.000	6.114
64.000	6.114
65.000	6.210
66.000	6.210
67.000	6.276
68.000	6.296
69.000	6.296
70.000	6.297
71.000	6.368
72.000	6.368
73.000	6.400
74.000	6.426
75.000	6.426
76.000	6.468
77.000	6.468
78.000	6.528
79.000	6.814
80.000	6.935
81.000	6.998
82.000	7.027
83.000	7.151
84.000	7.431
85.000	7.634
86.000	7.971
