1.000	0.285
2.000	0.373
3.000	0.396
4.000	0.599
5.000	0.686
6.000	0.807
7.000	0.915
8.000	0.935
9.000	1.085
10.000	1.093
11.000	1.139
12.000	1.266
13.000	1.363
14.000	1.608
15.000	1.657
16.000	1.697
17.000	1.830
18.000	1.934
19.000	2.054
20.000	2.192
21.000	2.220
22.000	2.243
23.000	2.259
24.000	2.341
25.000	2.637
26.000	2.708
27.000	2.740
28.000	2.820
29.000	2.869
30.000	2.889
31.000	3.013
32.000	3.128
33.000	3.236
34.000	3.427
35.000	3.556
36.000	3.644
37.000	3.678
38.000	3.857
39.000	3.998
40.000	4.048
41.000	4.139
42.000	4.217
43.000	4.298
44.000	4.480
45.000	4.537
46.000	4.654
47.000	4.695
48.000	4.863
49.000	4.928
50.000	5.137
51.000	5.247
52.000	5.307
53.000	5.580
54.000	5.625
55.000	5.657
56.000	5.772
57.000	5.779
58.000	5.826
59.000	5.898
60.000	5.912
61.000	6.157
62.000	6.189
63.000	6.189
64.000	6.252
65.000	6.287
66.000	6.287
67.000	6.373
68.000	6.373
69.000	6.414
70.000	6.428
71.000	6.446
72.000	6.447
73.000	6.505
74.000	6.505
75.000	6.547
76.000	6.547
77.000	6.567
78.000	6.610
79.000	6.959
80.000	6.986
81.000	7.024
82.000	7.226
83.000	7.230
84.000	7.650
85.000	7.843
86.000	7.993
