1.000	0.284
2.000	0.376
3.000	0.391
4.000	0.594
5.000	0.689
6.000	0.805
7.000	0.910
8.000	0.937
9.000	1.066
10.000	1.085
11.000	1.138
12.000	1.254
13.000	1.367
14.000	1.606
15.000	1.648
16.000	1.687
17.000	1.830
18.000	1.920
19.000	2.041
20.000	2.167
21.000	2.220
22.000	2.240
23.000	2.263
24.000	2.331
25.000	2.643
26.000	2.711
27.000	2.735
28.000	2.814
29.000	2.871
30.000	2.876
31.000	3.001
32.000	3.118
33.000	3.225
34.000	3.426
35.000	3.542
36.000	3.612
37.000	3.635
38.000	3.846
39.000	3.968
40.000	4.036
41.000	4.113
42.000	4.188
43.000	4.293
44.000	4.457
45.000	4.534
46.000	4.599
47.000	4.678
48.000	4.854
49.000	4.876
50.000	5.100
51.000	5.196
52.000	5.266
53.000	5.512
54.000	5.605
55.000	5.609
56.000	5.749
57.000	5.757
58.000	5.760
59.000	5.873
60.000	5.890
61.000	6.083
62.000	6.083
63.000	6.139
64.000	6.179
65.000	6.179
66.000	6.193
67.000	6.264
68.000	6.264
69.000	6.336
70.000	6.336
71.000	6.366
72.000	6.370
73.000	6.393
74.000	6.393
75.000	6.435
76.000	6.435
77.000	6.499
78.000	6.566
79.000	6.924
80.000	6.942
81.000	6.998
82.000	7.113
83.000	7.187
84.000	7.555
85.000	7.777
86.000	7.975
